,ave_q,ave_x,ave_t,ave_p,counts
8755,2.75,0.43,0.5,279.0,119
8756,2.75,0.43,0.5,297.0,21
8757,2.75,0.43,0.5,315.0,8
8758,2.75,0.43,0.5,333.0,8
8759,2.75,0.43,0.5,351.0,4
8760,2.75,0.43,0.8,9.0,0
8761,2.75,0.43,0.8,27.0,3
8762,2.75,0.43,0.8,45.0,3
8763,2.75,0.43,0.8,63.0,5
8764,2.75,0.43,0.8,81.0,50
8765,2.75,0.43,0.8,99.0,311
8766,2.75,0.43,0.8,117.0,508
8767,2.75,0.43,0.8,135.0,430
8768,2.75,0.43,0.8,153.0,211
8769,2.75,0.43,0.8,171.0,86
8770,2.75,0.43,0.8,189.0,156
8771,2.75,0.43,0.8,207.0,214
8772,2.75,0.43,0.8,225.0,287
8773,2.75,0.43,0.8,243.0,271
8774,2.75,0.43,0.8,261.0,140
8775,2.75,0.43,0.8,279.0,48
8776,2.75,0.43,0.8,297.0,8
8777,2.75,0.43,0.8,315.0,3
8778,2.75,0.43,0.8,333.0,4
8779,2.75,0.43,0.8,351.0,2
8780,2.75,0.43,1.25,9.0,0
8781,2.75,0.43,1.25,27.0,1
8782,2.75,0.43,1.25,45.0,0
8783,2.75,0.43,1.25,63.0,4
8784,2.75,0.43,1.25,81.0,37
8785,2.75,0.43,1.25,99.0,136
8786,2.75,0.43,1.25,117.0,204
8787,2.75,0.43,1.25,135.0,114
8788,2.75,0.43,1.25,153.0,36
8789,2.75,0.43,1.25,171.0,24
8790,2.75,0.43,1.25,189.0,17
8791,2.75,0.43,1.25,207.0,27
8792,2.75,0.43,1.25,225.0,70
8793,2.75,0.43,1.25,243.0,138
8794,2.75,0.43,1.25,261.0,96
8795,2.75,0.43,1.25,279.0,28
8796,2.75,0.43,1.25,297.0,7
8797,2.75,0.43,1.25,315.0,0
8798,2.75,0.43,1.25,333.0,0
8799,2.75,0.43,1.25,351.0,0
8800,2.75,0.43,1.75,9.0,0
8801,2.75,0.43,1.75,27.0,0
8802,2.75,0.43,1.75,45.0,1
8803,2.75,0.43,1.75,63.0,13
8804,2.75,0.43,1.75,81.0,40
8805,2.75,0.43,1.75,99.0,60
8806,2.75,0.43,1.75,117.0,31
8807,2.75,0.43,1.75,135.0,12
8808,2.75,0.43,1.75,153.0,2
8809,2.75,0.43,1.75,171.0,0
8810,2.75,0.43,1.75,189.0,0
8811,2.75,0.43,1.75,207.0,1
8812,2.75,0.43,1.75,225.0,6
8813,2.75,0.43,1.75,243.0,49
8814,2.75,0.43,1.75,261.0,64
8815,2.75,0.43,1.75,279.0,39
8816,2.75,0.43,1.75,297.0,7
8817,2.75,0.43,1.75,315.0,0
8818,2.75,0.43,1.75,333.0,0
8819,2.75,0.43,1.75,351.0,0
8820,2.75,0.43,2.5,9.0,0
8821,2.75,0.43,2.5,27.0,2
8822,2.75,0.43,2.5,45.0,5
8823,2.75,0.43,2.5,63.0,48
8824,2.75,0.43,2.5,81.0,70
8825,2.75,0.43,2.5,99.0,22
8826,2.75,0.43,2.5,117.0,2
8827,2.75,0.43,2.5,135.0,1
8828,2.75,0.43,2.5,153.0,0
8829,2.75,0.43,2.5,171.0,0
8830,2.75,0.43,2.5,189.0,0
8831,2.75,0.43,2.5,207.0,0
8832,2.75,0.43,2.5,225.0,1
8833,2.75,0.43,2.5,243.0,2
8834,2.75,0.43,2.5,261.0,26
8835,2.75,0.43,2.5,279.0,57
8836,2.75,0.43,2.5,297.0,23
8837,2.75,0.43,2.5,315.0,5
8838,2.75,0.43,2.5,333.0,2
8839,2.75,0.43,2.5,351.0,0
8840,2.75,0.43,4.0,9.0,1
8841,2.75,0.43,4.0,27.0,3
8842,2.75,0.43,4.0,45.0,11
8843,2.75,0.43,4.0,63.0,17
8844,2.75,0.43,4.0,81.0,12
8845,2.75,0.43,4.0,99.0,0
8846,2.75,0.43,4.0,117.0,0
8847,2.75,0.43,4.0,135.0,0
8848,2.75,0.43,4.0,153.0,0
8849,2.75,0.43,4.0,171.0,0
8850,2.75,0.43,4.0,189.0,0
8851,2.75,0.43,4.0,207.0,0
8852,2.75,0.43,4.0,225.0,0
8853,2.75,0.43,4.0,243.0,0
8854,2.75,0.43,4.0,261.0,1
8855,2.75,0.43,4.0,279.0,3
8856,2.75,0.43,4.0,297.0,21
8857,2.75,0.43,4.0,315.0,13
8858,2.75,0.43,4.0,333.0,10
8859,2.75,0.43,4.0,351.0,2
8860,2.75,0.43,7.5,9.0,0
8861,2.75,0.43,7.5,27.0,0
8862,2.75,0.43,7.5,45.0,0
8863,2.75,0.43,7.5,63.0,0
8864,2.75,0.43,7.5,81.0,0
8865,2.75,0.43,7.5,99.0,0
8866,2.75,0.43,7.5,117.0,0
8867,2.75,0.43,7.5,135.0,0
8868,2.75,0.43,7.5,153.0,0
8869,2.75,0.43,7.5,171.0,0
8870,2.75,0.43,7.5,189.0,0
8871,2.75,0.43,7.5,207.0,0
8872,2.75,0.43,7.5,225.0,0
8873,2.75,0.43,7.5,243.0,0
8874,2.75,0.43,7.5,261.0,0
8875,2.75,0.43,7.5,279.0,0
8876,2.75,0.43,7.5,297.0,0
8877,2.75,0.43,7.5,315.0,0
8878,2.75,0.43,7.5,333.0,0
8879,2.75,0.43,7.5,351.0,0
8880,2.75,0.53,0.045,9.0,0
8881,2.75,0.53,0.045,27.0,0
8882,2.75,0.53,0.045,45.0,0
8883,2.75,0.53,0.045,63.0,0
8884,2.75,0.53,0.045,81.0,0
8885,2.75,0.53,0.045,99.0,0
8886,2.75,0.53,0.045,117.0,0
8887,2.75,0.53,0.045,135.0,0
8888,2.75,0.53,0.045,153.0,0
8889,2.75,0.53,0.045,171.0,0
8890,2.75,0.53,0.045,189.0,0
8891,2.75,0.53,0.045,207.0,0
8892,2.75,0.53,0.045,225.0,0
8893,2.75,0.53,0.045,243.0,0
8894,2.75,0.53,0.045,261.0,0
8895,2.75,0.53,0.045,279.0,0
8896,2.75,0.53,0.045,297.0,0
8897,2.75,0.53,0.045,315.0,0
8898,2.75,0.53,0.045,333.0,0
8899,2.75,0.53,0.045,351.0,0
8900,2.75,0.53,0.12,9.0,0
8901,2.75,0.53,0.12,27.0,0
8902,2.75,0.53,0.12,45.0,0
8903,2.75,0.53,0.12,63.0,0
8904,2.75,0.53,0.12,81.0,0
8905,2.75,0.53,0.12,99.0,0
8906,2.75,0.53,0.12,117.0,0
8907,2.75,0.53,0.12,135.0,0
8908,2.75,0.53,0.12,153.0,0
8909,2.75,0.53,0.12,171.0,0
8910,2.75,0.53,0.12,189.0,0
8911,2.75,0.53,0.12,207.0,0
8912,2.75,0.53,0.12,225.0,0
8913,2.75,0.53,0.12,243.0,0
8914,2.75,0.53,0.12,261.0,0
8915,2.75,0.53,0.12,279.0,0
8916,2.75,0.53,0.12,297.0,0
8917,2.75,0.53,0.12,315.0,0
8918,2.75,0.53,0.12,333.0,0
8919,2.75,0.53,0.12,351.0,0
8920,2.75,0.53,0.175,9.0,0
8921,2.75,0.53,0.175,27.0,0
8922,2.75,0.53,0.175,45.0,0
8923,2.75,0.53,0.175,63.0,0
8924,2.75,0.53,0.175,81.0,0
8925,2.75,0.53,0.175,99.0,0
8926,2.75,0.53,0.175,117.0,0
8927,2.75,0.53,0.175,135.0,0
8928,2.75,0.53,0.175,153.0,0
8929,2.75,0.53,0.175,171.0,0
8930,2.75,0.53,0.175,189.0,0
8931,2.75,0.53,0.175,207.0,0
8932,2.75,0.53,0.175,225.0,0
8933,2.75,0.53,0.175,243.0,0
8934,2.75,0.53,0.175,261.0,0
8935,2.75,0.53,0.175,279.0,0
8936,2.75,0.53,0.175,297.0,0
8937,2.75,0.53,0.175,315.0,0
8938,2.75,0.53,0.175,333.0,0
8939,2.75,0.53,0.175,351.0,0
8940,2.75,0.53,0.25,9.0,0
8941,2.75,0.53,0.25,27.0,1
8942,2.75,0.53,0.25,45.0,0
8943,2.75,0.53,0.25,63.0,0
8944,2.75,0.53,0.25,81.0,0
8945,2.75,0.53,0.25,99.0,0
8946,2.75,0.53,0.25,117.0,0
8947,2.75,0.53,0.25,135.0,0
8948,2.75,0.53,0.25,153.0,0
8949,2.75,0.53,0.25,171.0,0
8950,2.75,0.53,0.25,189.0,0
8951,2.75,0.53,0.25,207.0,0
8952,2.75,0.53,0.25,225.0,0
8953,2.75,0.53,0.25,243.0,0
8954,2.75,0.53,0.25,261.0,0
8955,2.75,0.53,0.25,279.0,1
8956,2.75,0.53,0.25,297.0,0
8957,2.75,0.53,0.25,315.0,2
8958,2.75,0.53,0.25,333.0,0
8959,2.75,0.53,0.25,351.0,0
8960,2.75,0.53,0.35,9.0,1
8961,2.75,0.53,0.35,27.0,2
8962,2.75,0.53,0.35,45.0,3
8963,2.75,0.53,0.35,63.0,4
8964,2.75,0.53,0.35,81.0,3
8965,2.75,0.53,0.35,99.0,1
8966,2.75,0.53,0.35,117.0,1
8967,2.75,0.53,0.35,135.0,0
8968,2.75,0.53,0.35,153.0,2
8969,2.75,0.53,0.35,171.0,1
8970,2.75,0.53,0.35,189.0,1
8971,2.75,0.53,0.35,207.0,0
8972,2.75,0.53,0.35,225.0,2
8973,2.75,0.53,0.35,243.0,3
8974,2.75,0.53,0.35,261.0,1
8975,2.75,0.53,0.35,279.0,1
8976,2.75,0.53,0.35,297.0,0
8977,2.75,0.53,0.35,315.0,2
8978,2.75,0.53,0.35,333.0,1
8979,2.75,0.53,0.35,351.0,1
8980,2.75,0.53,0.5,9.0,0
8981,2.75,0.53,0.5,27.0,0
8982,2.75,0.53,0.5,45.0,0
8983,2.75,0.53,0.5,63.0,2
8984,2.75,0.53,0.5,81.0,2
8985,2.75,0.53,0.5,99.0,1
8986,2.75,0.53,0.5,117.0,4
8987,2.75,0.53,0.5,135.0,5
8988,2.75,0.53,0.5,153.0,5
8989,2.75,0.53,0.5,171.0,0
8990,2.75,0.53,0.5,189.0,0
8991,2.75,0.53,0.5,207.0,0
8992,2.75,0.53,0.5,225.0,1
8993,2.75,0.53,0.5,243.0,5
8994,2.75,0.53,0.5,261.0,4
8995,2.75,0.53,0.5,279.0,3
8996,2.75,0.53,0.5,297.0,2
8997,2.75,0.53,0.5,315.0,0
8998,2.75,0.53,0.5,333.0,0
8999,2.75,0.53,0.5,351.0,0
9000,2.75,0.53,0.8,9.0,1
9001,2.75,0.53,0.8,27.0,0
9002,2.75,0.53,0.8,45.0,0
9003,2.75,0.53,0.8,63.0,0
9004,2.75,0.53,0.8,81.0,3
9005,2.75,0.53,0.8,99.0,4
9006,2.75,0.53,0.8,117.0,6
9007,2.75,0.53,0.8,135.0,2
9008,2.75,0.53,0.8,153.0,2
9009,2.75,0.53,0.8,171.0,0
9010,2.75,0.53,0.8,189.0,0
9011,2.75,0.53,0.8,207.0,3
9012,2.75,0.53,0.8,225.0,5
9013,2.75,0.53,0.8,243.0,3
9014,2.75,0.53,0.8,261.0,3
9015,2.75,0.53,0.8,279.0,2
9016,2.75,0.53,0.8,297.0,0
9017,2.75,0.53,0.8,315.0,0
9018,2.75,0.53,0.8,333.0,0
9019,2.75,0.53,0.8,351.0,0
9020,2.75,0.53,1.25,9.0,0
9021,2.75,0.53,1.25,27.0,0
9022,2.75,0.53,1.25,45.0,0
9023,2.75,0.53,1.25,63.0,0
9024,2.75,0.53,1.25,81.0,2
9025,2.75,0.53,1.25,99.0,0
9026,2.75,0.53,1.25,117.0,2
9027,2.75,0.53,1.25,135.0,2
9028,2.75,0.53,1.25,153.0,0
9029,2.75,0.53,1.25,171.0,0
9030,2.75,0.53,1.25,189.0,0
9031,2.75,0.53,1.25,207.0,0
9032,2.75,0.53,1.25,225.0,1
9033,2.75,0.53,1.25,243.0,0
9034,2.75,0.53,1.25,261.0,5
9035,2.75,0.53,1.25,279.0,0
9036,2.75,0.53,1.25,297.0,1
9037,2.75,0.53,1.25,315.0,0
9038,2.75,0.53,1.25,333.0,0
9039,2.75,0.53,1.25,351.0,0
9040,2.75,0.53,1.75,9.0,0
9041,2.75,0.53,1.75,27.0,0
9042,2.75,0.53,1.75,45.0,0
9043,2.75,0.53,1.75,63.0,0
9044,2.75,0.53,1.75,81.0,0
9045,2.75,0.53,1.75,99.0,0
9046,2.75,0.53,1.75,117.0,1
9047,2.75,0.53,1.75,135.0,0
9048,2.75,0.53,1.75,153.0,0
9049,2.75,0.53,1.75,171.0,0
9050,2.75,0.53,1.75,189.0,0
9051,2.75,0.53,1.75,207.0,0
9052,2.75,0.53,1.75,225.0,0
9053,2.75,0.53,1.75,243.0,0
9054,2.75,0.53,1.75,261.0,1
9055,2.75,0.53,1.75,279.0,0
9056,2.75,0.53,1.75,297.0,0
9057,2.75,0.53,1.75,315.0,0
9058,2.75,0.53,1.75,333.0,0
9059,2.75,0.53,1.75,351.0,0
9060,2.75,0.53,2.5,9.0,0
9061,2.75,0.53,2.5,27.0,0
9062,2.75,0.53,2.5,45.0,0
9063,2.75,0.53,2.5,63.0,0
9064,2.75,0.53,2.5,81.0,1
9065,2.75,0.53,2.5,99.0,0
9066,2.75,0.53,2.5,117.0,0
9067,2.75,0.53,2.5,135.0,0
9068,2.75,0.53,2.5,153.0,0
9069,2.75,0.53,2.5,171.0,0
9070,2.75,0.53,2.5,189.0,0
9071,2.75,0.53,2.5,207.0,0
9072,2.75,0.53,2.5,225.0,0
9073,2.75,0.53,2.5,243.0,0
9074,2.75,0.53,2.5,261.0,0
9075,2.75,0.53,2.5,279.0,0
9076,2.75,0.53,2.5,297.0,1
9077,2.75,0.53,2.5,315.0,0
9078,2.75,0.53,2.5,333.0,0
9079,2.75,0.53,2.5,351.0,0
9080,2.75,0.53,4.0,9.0,0
9081,2.75,0.53,4.0,27.0,0
9082,2.75,0.53,4.0,45.0,0
9083,2.75,0.53,4.0,63.0,0
9084,2.75,0.53,4.0,81.0,0
9085,2.75,0.53,4.0,99.0,0
9086,2.75,0.53,4.0,117.0,0
9087,2.75,0.53,4.0,135.0,0
9088,2.75,0.53,4.0,153.0,0
9089,2.75,0.53,4.0,171.0,0
9090,2.75,0.53,4.0,189.0,0
9091,2.75,0.53,4.0,207.0,0
9092,2.75,0.53,4.0,225.0,0
9093,2.75,0.53,4.0,243.0,0
9094,2.75,0.53,4.0,261.0,0
9095,2.75,0.53,4.0,279.0,0
9096,2.75,0.53,4.0,297.0,2
9097,2.75,0.53,4.0,315.0,0
9098,2.75,0.53,4.0,333.0,0
9099,2.75,0.53,4.0,351.0,0
9100,2.75,0.53,7.5,9.0,0
9101,2.75,0.53,7.5,27.0,0
9102,2.75,0.53,7.5,45.0,0
9103,2.75,0.53,7.5,63.0,0
9104,2.75,0.53,7.5,81.0,0
9105,2.75,0.53,7.5,99.0,0
9106,2.75,0.53,7.5,117.0,0
9107,2.75,0.53,7.5,135.0,0
9108,2.75,0.53,7.5,153.0,0
9109,2.75,0.53,7.5,171.0,0
9110,2.75,0.53,7.5,189.0,0
9111,2.75,0.53,7.5,207.0,0
9112,2.75,0.53,7.5,225.0,0
9113,2.75,0.53,7.5,243.0,0
9114,2.75,0.53,7.5,261.0,0
9115,2.75,0.53,7.5,279.0,0
9116,2.75,0.53,7.5,297.0,0
9117,2.75,0.53,7.5,315.0,0
9118,2.75,0.53,7.5,333.0,0
9119,2.75,0.53,7.5,351.0,0
9120,2.75,0.63,0.045,9.0,0
9121,2.75,0.63,0.045,27.0,0
9122,2.75,0.63,0.045,45.0,0
9123,2.75,0.63,0.045,63.0,0
9124,2.75,0.63,0.045,81.0,0
9125,2.75,0.63,0.045,99.0,0
9126,2.75,0.63,0.045,117.0,0
9127,2.75,0.63,0.045,135.0,0
9128,2.75,0.63,0.045,153.0,0
9129,2.75,0.63,0.045,171.0,0
9130,2.75,0.63,0.045,189.0,0
9131,2.75,0.63,0.045,207.0,0
9132,2.75,0.63,0.045,225.0,0
9133,2.75,0.63,0.045,243.0,0
9134,2.75,0.63,0.045,261.0,0
9135,2.75,0.63,0.045,279.0,0
9136,2.75,0.63,0.045,297.0,0
9137,2.75,0.63,0.045,315.0,0
9138,2.75,0.63,0.045,333.0,0
9139,2.75,0.63,0.045,351.0,0
9140,2.75,0.63,0.12,9.0,0
9141,2.75,0.63,0.12,27.0,0
9142,2.75,0.63,0.12,45.0,0
9143,2.75,0.63,0.12,63.0,0
9144,2.75,0.63,0.12,81.0,0
9145,2.75,0.63,0.12,99.0,0
9146,2.75,0.63,0.12,117.0,0
9147,2.75,0.63,0.12,135.0,0
9148,2.75,0.63,0.12,153.0,0
9149,2.75,0.63,0.12,171.0,0
9150,2.75,0.63,0.12,189.0,0
9151,2.75,0.63,0.12,207.0,0
9152,2.75,0.63,0.12,225.0,0
9153,2.75,0.63,0.12,243.0,0
9154,2.75,0.63,0.12,261.0,0
9155,2.75,0.63,0.12,279.0,0
9156,2.75,0.63,0.12,297.0,0
9157,2.75,0.63,0.12,315.0,0
9158,2.75,0.63,0.12,333.0,0
9159,2.75,0.63,0.12,351.0,0
9160,2.75,0.63,0.175,9.0,0
9161,2.75,0.63,0.175,27.0,0
9162,2.75,0.63,0.175,45.0,0
9163,2.75,0.63,0.175,63.0,0
9164,2.75,0.63,0.175,81.0,0
9165,2.75,0.63,0.175,99.0,0
9166,2.75,0.63,0.175,117.0,0
9167,2.75,0.63,0.175,135.0,0
9168,2.75,0.63,0.175,153.0,0
9169,2.75,0.63,0.175,171.0,0
9170,2.75,0.63,0.175,189.0,0
9171,2.75,0.63,0.175,207.0,0
9172,2.75,0.63,0.175,225.0,0
9173,2.75,0.63,0.175,243.0,0
9174,2.75,0.63,0.175,261.0,0
9175,2.75,0.63,0.175,279.0,0
9176,2.75,0.63,0.175,297.0,0
9177,2.75,0.63,0.175,315.0,0
9178,2.75,0.63,0.175,333.0,0
9179,2.75,0.63,0.175,351.0,0
9180,2.75,0.63,0.25,9.0,0
9181,2.75,0.63,0.25,27.0,0
9182,2.75,0.63,0.25,45.0,0
9183,2.75,0.63,0.25,63.0,0
9184,2.75,0.63,0.25,81.0,0
9185,2.75,0.63,0.25,99.0,0
9186,2.75,0.63,0.25,117.0,0
9187,2.75,0.63,0.25,135.0,0
9188,2.75,0.63,0.25,153.0,0
9189,2.75,0.63,0.25,171.0,0
9190,2.75,0.63,0.25,189.0,0
9191,2.75,0.63,0.25,207.0,0
9192,2.75,0.63,0.25,225.0,0
9193,2.75,0.63,0.25,243.0,0
9194,2.75,0.63,0.25,261.0,0
9195,2.75,0.63,0.25,279.0,0
9196,2.75,0.63,0.25,297.0,0
9197,2.75,0.63,0.25,315.0,0
9198,2.75,0.63,0.25,333.0,0
9199,2.75,0.63,0.25,351.0,0
9200,2.75,0.63,0.35,9.0,0
9201,2.75,0.63,0.35,27.0,0
9202,2.75,0.63,0.35,45.0,0
9203,2.75,0.63,0.35,63.0,0
9204,2.75,0.63,0.35,81.0,0
9205,2.75,0.63,0.35,99.0,0
9206,2.75,0.63,0.35,117.0,0
9207,2.75,0.63,0.35,135.0,0
9208,2.75,0.63,0.35,153.0,0
9209,2.75,0.63,0.35,171.0,0
9210,2.75,0.63,0.35,189.0,0
9211,2.75,0.63,0.35,207.0,0
9212,2.75,0.63,0.35,225.0,0
9213,2.75,0.63,0.35,243.0,0
9214,2.75,0.63,0.35,261.0,0
9215,2.75,0.63,0.35,279.0,0
9216,2.75,0.63,0.35,297.0,0
9217,2.75,0.63,0.35,315.0,0
9218,2.75,0.63,0.35,333.0,0
9219,2.75,0.63,0.35,351.0,0
9220,2.75,0.63,0.5,9.0,0
9221,2.75,0.63,0.5,27.0,0
9222,2.75,0.63,0.5,45.0,0
9223,2.75,0.63,0.5,63.0,0
9224,2.75,0.63,0.5,81.0,0
9225,2.75,0.63,0.5,99.0,0
9226,2.75,0.63,0.5,117.0,0
9227,2.75,0.63,0.5,135.0,0
9228,2.75,0.63,0.5,153.0,0
9229,2.75,0.63,0.5,171.0,0
9230,2.75,0.63,0.5,189.0,0
9231,2.75,0.63,0.5,207.0,0
9232,2.75,0.63,0.5,225.0,0
9233,2.75,0.63,0.5,243.0,0
9234,2.75,0.63,0.5,261.0,0
9235,2.75,0.63,0.5,279.0,0
9236,2.75,0.63,0.5,297.0,0
9237,2.75,0.63,0.5,315.0,0
9238,2.75,0.63,0.5,333.0,0
9239,2.75,0.63,0.5,351.0,0
9240,2.75,0.63,0.8,9.0,0
9241,2.75,0.63,0.8,27.0,0
9242,2.75,0.63,0.8,45.0,0
9243,2.75,0.63,0.8,63.0,0
9244,2.75,0.63,0.8,81.0,0
9245,2.75,0.63,0.8,99.0,0
9246,2.75,0.63,0.8,117.0,0
9247,2.75,0.63,0.8,135.0,0
9248,2.75,0.63,0.8,153.0,0
9249,2.75,0.63,0.8,171.0,0
9250,2.75,0.63,0.8,189.0,0
9251,2.75,0.63,0.8,207.0,0
9252,2.75,0.63,0.8,225.0,0
9253,2.75,0.63,0.8,243.0,0
9254,2.75,0.63,0.8,261.0,0
9255,2.75,0.63,0.8,279.0,0
9256,2.75,0.63,0.8,297.0,0
9257,2.75,0.63,0.8,315.0,0
9258,2.75,0.63,0.8,333.0,0
9259,2.75,0.63,0.8,351.0,0
9260,2.75,0.63,1.25,9.0,0
9261,2.75,0.63,1.25,27.0,0
9262,2.75,0.63,1.25,45.0,0
9263,2.75,0.63,1.25,63.0,0
9264,2.75,0.63,1.25,81.0,0
9265,2.75,0.63,1.25,99.0,0
9266,2.75,0.63,1.25,117.0,0
9267,2.75,0.63,1.25,135.0,0
9268,2.75,0.63,1.25,153.0,0
9269,2.75,0.63,1.25,171.0,0
9270,2.75,0.63,1.25,189.0,0
9271,2.75,0.63,1.25,207.0,0
9272,2.75,0.63,1.25,225.0,0
9273,2.75,0.63,1.25,243.0,0
9274,2.75,0.63,1.25,261.0,0
9275,2.75,0.63,1.25,279.0,0
9276,2.75,0.63,1.25,297.0,0
9277,2.75,0.63,1.25,315.0,0
9278,2.75,0.63,1.25,333.0,0
9279,2.75,0.63,1.25,351.0,0
9280,2.75,0.63,1.75,9.0,0
9281,2.75,0.63,1.75,27.0,0
9282,2.75,0.63,1.75,45.0,0
9283,2.75,0.63,1.75,63.0,0
9284,2.75,0.63,1.75,81.0,0
9285,2.75,0.63,1.75,99.0,0
9286,2.75,0.63,1.75,117.0,0
9287,2.75,0.63,1.75,135.0,0
9288,2.75,0.63,1.75,153.0,0
9289,2.75,0.63,1.75,171.0,0
9290,2.75,0.63,1.75,189.0,0
9291,2.75,0.63,1.75,207.0,0
9292,2.75,0.63,1.75,225.0,0
9293,2.75,0.63,1.75,243.0,0
9294,2.75,0.63,1.75,261.0,0
9295,2.75,0.63,1.75,279.0,0
9296,2.75,0.63,1.75,297.0,0
9297,2.75,0.63,1.75,315.0,0
9298,2.75,0.63,1.75,333.0,0
9299,2.75,0.63,1.75,351.0,0
9300,2.75,0.63,2.5,9.0,0
9301,2.75,0.63,2.5,27.0,0
9302,2.75,0.63,2.5,45.0,0
9303,2.75,0.63,2.5,63.0,0
9304,2.75,0.63,2.5,81.0,0
9305,2.75,0.63,2.5,99.0,0
9306,2.75,0.63,2.5,117.0,0
9307,2.75,0.63,2.5,135.0,0
9308,2.75,0.63,2.5,153.0,0
9309,2.75,0.63,2.5,171.0,0
9310,2.75,0.63,2.5,189.0,0
9311,2.75,0.63,2.5,207.0,0
9312,2.75,0.63,2.5,225.0,0
9313,2.75,0.63,2.5,243.0,0
9314,2.75,0.63,2.5,261.0,0
9315,2.75,0.63,2.5,279.0,0
9316,2.75,0.63,2.5,297.0,0
9317,2.75,0.63,2.5,315.0,0
9318,2.75,0.63,2.5,333.0,0
9319,2.75,0.63,2.5,351.0,0
9320,2.75,0.63,4.0,9.0,0
9321,2.75,0.63,4.0,27.0,0
9322,2.75,0.63,4.0,45.0,0
9323,2.75,0.63,4.0,63.0,0
9324,2.75,0.63,4.0,81.0,0
9325,2.75,0.63,4.0,99.0,0
9326,2.75,0.63,4.0,117.0,0
9327,2.75,0.63,4.0,135.0,0
9328,2.75,0.63,4.0,153.0,0
9329,2.75,0.63,4.0,171.0,0
9330,2.75,0.63,4.0,189.0,0
9331,2.75,0.63,4.0,207.0,0
9332,2.75,0.63,4.0,225.0,0
9333,2.75,0.63,4.0,243.0,0
9334,2.75,0.63,4.0,261.0,0
9335,2.75,0.63,4.0,279.0,0
9336,2.75,0.63,4.0,297.0,0
9337,2.75,0.63,4.0,315.0,0
9338,2.75,0.63,4.0,333.0,0
9339,2.75,0.63,4.0,351.0,0
9340,2.75,0.63,7.5,9.0,0
9341,2.75,0.63,7.5,27.0,0
9342,2.75,0.63,7.5,45.0,0
9343,2.75,0.63,7.5,63.0,0
9344,2.75,0.63,7.5,81.0,0
9345,2.75,0.63,7.5,99.0,0
9346,2.75,0.63,7.5,117.0,0
9347,2.75,0.63,7.5,135.0,0
9348,2.75,0.63,7.5,153.0,0
9349,2.75,0.63,7.5,171.0,0
9350,2.75,0.63,7.5,189.0,0
9351,2.75,0.63,7.5,207.0,0
9352,2.75,0.63,7.5,225.0,0
9353,2.75,0.63,7.5,243.0,0
9354,2.75,0.63,7.5,261.0,0
9355,2.75,0.63,7.5,279.0,0
9356,2.75,0.63,7.5,297.0,0
9357,2.75,0.63,7.5,315.0,0
9358,2.75,0.63,7.5,333.0,0
9359,2.75,0.63,7.5,351.0,0
9360,2.75,0.79,0.045,9.0,0
9361,2.75,0.79,0.045,27.0,0
9362,2.75,0.79,0.045,45.0,0
9363,2.75,0.79,0.045,63.0,0
9364,2.75,0.79,0.045,81.0,0
9365,2.75,0.79,0.045,99.0,0
9366,2.75,0.79,0.045,117.0,0
9367,2.75,0.79,0.045,135.0,0
9368,2.75,0.79,0.045,153.0,0
9369,2.75,0.79,0.045,171.0,0
9370,2.75,0.79,0.045,189.0,0
9371,2.75,0.79,0.045,207.0,0
9372,2.75,0.79,0.045,225.0,0
9373,2.75,0.79,0.045,243.0,0
9374,2.75,0.79,0.045,261.0,0
9375,2.75,0.79,0.045,279.0,0
9376,2.75,0.79,0.045,297.0,0
9377,2.75,0.79,0.045,315.0,0
9378,2.75,0.79,0.045,333.0,0
9379,2.75,0.79,0.045,351.0,0
9380,2.75,0.79,0.12,9.0,0
9381,2.75,0.79,0.12,27.0,0
9382,2.75,0.79,0.12,45.0,0
9383,2.75,0.79,0.12,63.0,0
9384,2.75,0.79,0.12,81.0,0
9385,2.75,0.79,0.12,99.0,0
9386,2.75,0.79,0.12,117.0,0
9387,2.75,0.79,0.12,135.0,0
9388,2.75,0.79,0.12,153.0,0
9389,2.75,0.79,0.12,171.0,0
9390,2.75,0.79,0.12,189.0,0
9391,2.75,0.79,0.12,207.0,0
9392,2.75,0.79,0.12,225.0,0
9393,2.75,0.79,0.12,243.0,0
9394,2.75,0.79,0.12,261.0,0
9395,2.75,0.79,0.12,279.0,0
9396,2.75,0.79,0.12,297.0,0
9397,2.75,0.79,0.12,315.0,0
9398,2.75,0.79,0.12,333.0,0
9399,2.75,0.79,0.12,351.0,0
9400,2.75,0.79,0.175,9.0,0
9401,2.75,0.79,0.175,27.0,0
9402,2.75,0.79,0.175,45.0,0
9403,2.75,0.79,0.175,63.0,0
9404,2.75,0.79,0.175,81.0,0
9405,2.75,0.79,0.175,99.0,0
9406,2.75,0.79,0.175,117.0,0
9407,2.75,0.79,0.175,135.0,0
9408,2.75,0.79,0.175,153.0,0
9409,2.75,0.79,0.175,171.0,0
9410,2.75,0.79,0.175,189.0,0
9411,2.75,0.79,0.175,207.0,0
9412,2.75,0.79,0.175,225.0,0
9413,2.75,0.79,0.175,243.0,0
9414,2.75,0.79,0.175,261.0,0
9415,2.75,0.79,0.175,279.0,0
9416,2.75,0.79,0.175,297.0,0
9417,2.75,0.79,0.175,315.0,0
9418,2.75,0.79,0.175,333.0,0
9419,2.75,0.79,0.175,351.0,0
